id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
6056,curtain for doorway,22200,58,38,$0.04,98,49,https://www.olx.in/item/other-household-items-c293-door-curtain-s-window-curtains-in-state-bank-colony-visakhapatnam-iid-1840306035,Visakhapatnam,,,,Visakhapatnam,,,,,olx.in,curtain,,item other household items c293 door window curtains state bank colony iid 1840306035,1
6057,csd canteen car price,18100,13,164,$0.53,1,27,https://www.olx.in/blog/cars/latest-csd-car-prices-india/,,,India,,,,,,,olx.in,csd car,,blog cars latest prices,1
6058,computer motherboard,14800,34,38,$0.35,51,38,https://www.olx.in/en-in/computer-accessories_c1515/q-motherboard,,,,,,,,,,olx.in,computer motherboard,,en accessories c1515,1
6059,hotel rooms in north goa,18100,102,38,$0.39,99,25,https://www.olx.in/en-in/altinho_g5304882/pg-guest-houses_c1449,,,,,,,,,,olx.in,,,en altinho g5304882 pg guest houses c1449,1
6060,home near me for sale,14800,3,2932,$0.33,49,21,https://www.olx.in/sitapur_g4059344/for-sale-houses-apartments_c1725,,,,,,,,,,olx.in,sale,,sitapur g4059344 houses apartments c1725,1
6061,high street cars,22200,13,164,$0.36,5,21,https://www.olx.in/delhi_g4058659/cars_c84,Delhi,Delhi,India,North,Delhi,,,,,olx.in,cars,,g4058659 c84,1
6062,iphone 13 pro 256gb,18100,29,38,$0.07,63,29,https://www.olx.in/en-in/items/q-iphone-13-pro-256-gb,,,,,,,,,,olx.in,iphone 13 pro,,en items 256 gb,1
6063,iphone 13 pro 256 gb,18100,20,77,$0.02,66,28,https://www.olx.in/en-in/items/q-iphone-13-pro-256-gb,,,,,,,,,,olx.in,iphone 13 pro 256 gb,,en items,1
6064,india cars best mileage,14800,38,38,$0.03,10,38,https://www.olx.in/blog/cars/best-mileage-car-in-india/,,,India,,,,,,,olx.in,cars best mileage,,blog car,1
6065,i7 laptops,18100,17,106,$0.18,98,53,https://www.olx.in/computers-laptops_c1505/q-i7-laptop,,,,,,,,,,olx.in,i7 laptops,,computers c1505 laptop,1
6066,hp printer and price,18100,21,59,$0.05,97,47,https://www.olx.in/hard-disks-printers-monitors_c1509/q-hp-printer,,,,,,,,,,olx.in,hp printer,,hard disks printers monitors c1509,1
6067,hp government laptop,9900,20,101,$0.01,1,26,https://www.olx.in/en-in/tamil-nadu_g2001173/computers-laptops_c1505/q-hp-laptop,,Tamil Nadu,India,South,,,,,,olx.in,hp laptop,,en g2001173 computers laptops c1505,1
6068,how to drive manual transmission cars,18100,29,39,$0,1,38,https://www.olx.in/blog/expert-advice/guide-on-how-to-drive-a-manual-car/,,,,,,,,,,olx.in,how to drive manual,,blog expert advice guide on car,1
6069,bhopal vacancy,18100,11,271,$0.06,22,19,https://www.olx.in/bhopal_g4058901/jobs_c4,Bhopal,,,,Bhopal,,,,,olx.in,,,g4058901 jobs c4,1
6070,bhopal career,18100,20,59,$0.06,22,18,https://www.olx.in/bhopal_g4058901/jobs_c4,Bhopal,,,,Bhopal,,,,,olx.in,,,g4058901 jobs c4,1
6071,best 5g phone under 20 000,18100,34,38,$0.01,96,33,https://www.olx.in/blog/mobiles/best-5g-mobile-phones-under-20000-in-india/,,,India,,,,,,,olx.in,best 5g under,,blog mobiles mobile phones 20000,1
6072,apps olx,18100,2,2932,$0.14,1,35,https://www.olx.in/,,,,,,,,,,olx.in,,,,1
6073,aoc monitor olx,14800,1,5502,$0,1,19,https://www.olx.in/en-in/computers-laptops_c1505/q-aoc-monitor,,,,,,,,,,olx.in,aoc monitor,,en computers laptops c1505,1
6074,antique watches for men,18100,20,77,$0.02,97,18,https://www.olx.in/men_c1793/q-vintage-watches,,,,,,,,,,olx.in,watches men,,c1793 vintage,1
6075,acer 5 nitro,18100,20,77,$0.02,93,33,https://www.olx.in/en-in/computers-laptops_c1505/q-nitro,,,,,,,,,,olx.in,nitro,,en computers laptops c1505,1
6076,a samsung galaxy a50,22200,27,39,$0.01,85,45,https://www.olx.in/mobile-phones_c1453/q-a50,,,,,,,,,,olx.in,a50,,mobile phones c1453,1
6077,a samsung a10,18100,18,101,$0.01,20,29,https://www.olx.in/en-in/mobile-phones_c1453/q-samsung-a10,,,,,,,,,,olx.in,samsung a10,,en mobile phones c1453,1
6078,4k on tv,18100,96,38,$0.03,71,54,https://www.olx.in/item/tvs-video-audio-c1523-lg-tv-43-uhd-4k-with-woofer-android-tv-box-in-sisir-kunja-kolkata-iid-1840388758,Kolkata,,,,Kolkata,,,,,olx.in,4k tv,,item tvs video audio c1523 lg 43 uhd woofer android tv box sisir kunja iid 1840388758,1
6079,2nd hand cars scorpio,18100,2,2932,$0.07,13,19,https://www.olx.in/tamil-nadu_g2001173/cars_c84/q-scorpio,,Tamil Nadu,India,South,,,,,,olx.in,cars scorpio,,g2001173 c84,1
6080,2 rupee note old,12100,19,106,$0,1,27,https://www.olx.in/items/q-2-rupees,,,,,,,,,,olx.in,,,items rupees,1
6081,noida sector 2,18100,42,38,$0.18,2,14,https://www.olx.in/noida_g4059326/q-in-sector-2,Noida,,,,Noida,,,,,olx.in,sector,,g4059326,1
6082,monitors curved,18100,29,38,$0.03,100,35,https://www.olx.in/electronics-appliances_c99/q-curved,,,,,,,,,,olx.in,curved,,electronics appliances c99,1
6083,mercedes gle,18100,19,92,$0.56,7,26,https://www.olx.in/en-in/cars_c84/q-mercedes-gle,,,,,,,,,,olx.in,mercedes gle,,en cars c84,1
6084,mansa in punjab,18100,13,271,$0,1,32,https://www.olx.in/en-in/mansa_g4059088/properties_c3,,,,,,,,,,olx.in,mansa,,en g4059088 properties c3,1
6085,luminous battery with inverter,14800,42,38,$0.02,95,26,https://www.olx.in/item/kitchen-other-appliances-c1417-luminous-inverter-with-battery-in-sector-69-gurgaon-iid-1840259701,Gurugram,,,,Gurugram,,,,,olx.in,luminous battery inverter,,item kitchen other appliances c1417 sector 69 gurgaon iid 1840259701,1
6086,wireless charger mobiles,18100,63,38,$0.03,32,21,https://www.olx.in/item/tvs-video-audio-c1523-hot-selling-3-in-1-foldable-wireless-charging-station-for-mobile-phone-in-kanka-ranchi-iid-1840373195,Ranchi,,,,Ranchi,,,,,olx.in,wireless,,item tvs video audio c1523 hot selling foldable charging station mobile phone kanka iid 1840373195,1
6087,wholesaler,18100,35,38,$0.22,2,37,https://www.olx.in/en-in/indore_g4058916/q-wholesaller,Indore,,,,Indore,,,,,olx.in,,,en g4058916 wholesaller,1
6088,vintage mens watches,14800,54,38,$0.03,96,46,https://www.olx.in/fashion_c87/q-vintage-watches,,,,,,,,,,olx.in,vintage watches,,fashion c87,1
6089,van omni,18100,16,164,$0.23,3,25,https://www.olx.in/cars_c84/q-omni,,,,,,,,,,olx.in,omni,,cars c84,1
6090,vacancy bangalore,18100,16,106,$0.11,4,38,https://www.olx.in/en-in/bengaluru_g4058803/jobs_c4,Bengaluru,,,,Bengaluru,,,,,olx.in,,,en g4058803 jobs c4,1
6091,vacancies in chennai,18100,10,356,$0.07,31,32,https://www.olx.in/chennai_g4059162/jobs_c4,Chennai,,,,Chennai,,,,,olx.in,,,g4059162 jobs c4,1
6092,trichy job openings,18100,10,271,$0.04,8,28,https://www.olx.in/en-in/trichy-city_g5337557/jobs_c4,Tiruchirappalli,,,,Tiruchirappalli,,,,,olx.in,trichy,,en city g5337557 jobs c4,1
6093,toyota cars and prices in india,18100,25,48,$0.03,5,64,https://www.olx.in/cars_c84?filter=make_eq_toyota,,,,,,,,,,olx.in,cars,,c84,1
6094,thunderbird royal enfield,2400,30,38,$0.37,1,14,https://www.olx.in/royal-enfield-motorcycles_c81/q-thunderbird-350,,,,,,,,,,olx.in,thunderbird royal enfield,,motorcycles c81 350,1
6095,phase 1 udyog vihar gurgaon,18100,70,38,$0.13,5,19,https://www.olx.in/udyog-vihar-phase-1_g5359491/properties_c3,,,,,,,,,,olx.in,phase udyog vihar,,g5359491 properties c3,1
6096,olx ahmedabad gujarat,18100,1,5502,$0.30,1,19,https://www.olx.in/ahmedabad_g4058677,Ahmedabad,,,,Ahmedabad,,,,,olx.in,,,g4058677,1
6097,old coin sell,18100,11,611,$0.05,8,21,https://www.olx.in/en-in/kolkata_g4157275/q-old-coin,Kolkata,,,,Kolkata,,,,,olx.in,old coin,,en g4157275,1
6098,ns 400 price in india,18100,26,48,$0.01,1,11,https://www.olx.in/en-in/motorcycles_c81/q-pulsar-400,,,,,,,,,,olx.in,400,,en motorcycles c81 pulsar,1
6099,nri layout,18100,33,38,$0.24,15,28,https://www.olx.in/bengaluru_g4058803/q-nri-layout,Bengaluru,,,,Bengaluru,,,,,olx.in,nri layout,,g4058803,1
6100,nissan gtr price in india,18100,33,38,$0,1,10,https://www.olx.in/cars_c84/q-gtr,,,,,,,,,,olx.in,gtr,,cars c84,1
6101,nirman nagar,14800,14,204,$0.07,5,24,https://www.olx.in/en-in/jaipur_g4059123/properties_c3/q-nirman-nagar,Jaipur,,,,Jaipur,,,,,olx.in,nirman nagar,,en g4059123 properties c3,1
6102,shoe air,18100,19,101,$0.03,96,23,https://www.olx.in/men_c1793/q-air-shoes,,,,,,,,,,olx.in,air,,men c1793 shoes,1
6103,seiko 5 sports watch,33100,34,38,$0.08,4,34,https://www.olx.in/men_c1793/q-seiko-5-automatic,,,,,,,,,,olx.in,seiko,,men c1793 automatic,1
6104,second hand car scorpio,18100,4,1192,$0.09,11,26,https://www.olx.in/tamil-nadu_g2001173/cars_c84/q-scorpio,,Tamil Nadu,India,South,,,,,,olx.in,scorpio,,g2001173 cars c84,1
6105,samsung j7 prime,22200,23,77,$0.58,28,28,https://www.olx.in/en-in/mobiles_c1411/q-samsung-j7-prime,,,,,,,,,,olx.in,samsung j7 prime,,en mobiles c1411,1
6106,samsung adapter,18100,38,38,$0.03,99,53,https://www.olx.in/en-in/mobiles_c1411/q-samsung-adapter,,,,,,,,,,olx.in,samsung adapter,,en mobiles c1411,1
6107,ranchi career,18100,18,77,$0.07,14,32,https://www.olx.in/ranchi_g4058797/jobs_c4,Ranchi,,,,Ranchi,,,,,olx.in,,,g4058797 jobs c4,1
6108,ps5 pro price in india,14800,19,92,$0.02,32,19,https://www.olx.in/en-in/electronics-appliances_c99/q-playstation-5,,,,,,,,,,olx.in,,,en electronics appliances c99 playstation,1
6109,price phone,18100,95,38,$0.01,64,40,https://www.olx.in/item/mobile-phones-c1453-used-iphone-in-jungle-block-no-1-r-udayagiri-iid-1837082160,,,,,,,,,,olx.in,,,item mobile phones c1453 used iphone jungle block no udayagiri iid 1837082160,1
6110,porsche cayenne suv price in india,22200,34,38,$0.58,4,42,https://www.olx.in/cars_c84/q-porsche-cayenne,,,,,,,,,,olx.in,porsche cayenne,,cars c84,1
6111,jawa 42 bobber double seat,12100,14,356,$0,32,18,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-jawa-42-bobber,,,,,,,,,,olx.in,,,motorcycles c81,1
6112,hp pavilion x360,22200,10,356,$0.03,88,46,https://www.olx.in/en-in/computers-laptops_c1505/q-hp-pavilion-x360,,,,,,,,,,olx.in,hp pavilion x360,,en computers laptops c1505,1
6113,how to drive a car with manual gear,18100,31,39,$0,1,32,https://www.olx.in/blog/expert-advice/guide-on-how-to-drive-a-manual-car/,,,,,,,,,,olx.in,how to drive car manual,,blog expert advice guide on,1
6114,houses for rent in hyderabad,18100,4,1192,$0.08,60,29,https://www.olx.in/hyderabad_g4058526/for-rent-houses-apartments_c1723,Hyderabad,,,,Hyderabad,,,,,olx.in,houses rent,,g4058526 apartments c1723,1
6115,helicopter cost in india,18100,41,38,$0.01,2,23,https://www.olx.in/en-in/items/q-helicopters,,,,,,,,,,olx.in,,,en items helicopters,1
6116,gypsy 4x4,18100,2,5502,$0.32,1,23,https://www.olx.in/en-in/cars_c84/q-gypsy-4x4,,,,,,,,,,olx.in,gypsy 4x4,,en cars c84,1
6117,laptops with core i5,18100,22,77,$0.04,100,29,https://www.olx.in/computers-laptops_c1505/q-i5-laptop,,,,,,,,,,olx.in,laptops i5,,computers c1505 laptop,1
6118,laptop near me,14800,31,38,$1.56,31,27,https://www.olx.in/en-in/computers-laptops_c1505/q-second-hand-laptop,,,,,,,,,,olx.in,laptop,,en computers laptops c1505 second hand,1
6119,ktm 125,18100,15,204,$1.23,1,23,https://www.olx.in/motorcycles_c81/q-ktm-125,,,,,,,,,,olx.in,ktm 125,,motorcycles c81,1
6120,jobs in chennai india,18100,8,611,$0.08,28,32,https://www.olx.in/chennai_g4059162/jobs_c4,Chennai,,,,Chennai,,,,,olx.in,jobs,,g4059162 c4,1
6121,job in ranchi jharkhand,18100,7,611,$0.05,22,21,https://www.olx.in/en-in/ranchi_g4058797/jobs_c4,Ranchi,,,,Ranchi,,,,,olx.in,,,en g4058797 jobs c4,1
6122,job in nagpur,18100,9,463,$0.03,24,26,https://www.olx.in/nagpur_g4058998/jobs_c4,Nagpur,,,,Nagpur,,,,,olx.in,,,g4058998 jobs c4,1
6123,electric scooter 3 wheel,18100,52,38,$0.04,5,40,https://www.olx.in/en-in/scooters_c1413/q-electric-scooter,,,,,,,,,,olx.in,electric scooter,,en scooters c1413,1
6124,ducati bike and price,18100,66,38,$0.02,6,48,https://www.olx.in/en-in/motorcycles_c81/q-ducati,,,,,,,,,,olx.in,ducati,,en motorcycles c81,1
6125,diesel watch for man,18100,30,38,$0.03,97,36,https://www.olx.in/men_c1793/q-diesel-watches,,,,,,,,,,olx.in,diesel,,men c1793 watches,1
6126,dell display,18100,29,38,$0.12,100,26,https://www.olx.in/en-in/hard-disk-printers-monitors_c1509/q-dell-monitor,,,,,,,,,,olx.in,dell,,en hard disk printers monitors c1509 monitor,1
6127,datsun on go,18100,19,92,$0.13,2,32,https://www.olx.in/cars_c84/q-datsun-go,,,,,,,,,,olx.in,datsun go,,cars c84,1
6128,chilka nagar hyderabad,18100,34,38,$0.10,4,18,https://www.olx.in/en-in/chilka-nagar_g5385171/for-rent-houses-apartments_c1723,,,,,,,,,,olx.in,chilka nagar,,en g5385171 rent houses apartments c1723,1
6129,check balance with vodafone,14800,11,463,$0,1,28,https://www.olx.in/blog/expert-advice/vodafone-idea-insights/,,,,,,,,,,olx.in,vodafone,,blog expert advice idea insights,1
6130,car hire in kochi,18100,28,38,$0.29,65,35,https://www.olx.in/en-in/kochi_g4058873/q-rent-a-car,Kochi,,,,Kochi,,,,,olx.in,car,,en g4058873 rent,1
6131,career in bhopal,18100,8,463,$0.08,19,44,https://www.olx.in/bhopal_g4058901/jobs_c4,Bhopal,,,,Bhopal,,,,,olx.in,,,g4058901 jobs c4,1
6132,bullet hunter,18100,21,77,$0.16,5,25,https://www.olx.in/bikes_c2198/q-hunter,,,,,,,,,,olx.in,hunter,,bikes c2198,1
6133,bmw k 1300 r,14800,5,1761,$0.14,1,20,https://www.olx.in/en-in/mumbai_g4058997/motorcycles_c81?filter=model_eq_motorcycles-bmw-k1300-r,Mumbai,,,,Mumbai,,,,,olx.in,,,en g4058997 motorcycles c81,1
6134,apple tablet price,18100,31,38,$0.02,95,47,https://www.olx.in/en-in/tablets_c1455/q-ipad,,,,,,,,,,olx.in,,,en tablets c1455 ipad,1
6135,apple tab price,18100,31,38,$0.02,94,47,https://www.olx.in/en-in/tablets_c1455/q-ipad,,,,,,,,,,olx.in,,,en tablets c1455 ipad,1
6136,antique coins to sell,18100,46,38,$0.11,3,23,https://www.olx.in/en-in/kolkata_g4157275/q-old-coin,Kolkata,,,,Kolkata,,,,,olx.in,,,en g4157275 old coin,1
6137,alpinestars,12100,31,38,$0.06,67,40,https://www.olx.in/fashion_c87/q-alpinestars,,,,,,,,,,olx.in,alpinestars,,fashion c87,1
6138,16gb ram ddr5,12100,17,164,$0.01,78,20,https://www.olx.in/en-in/items/q-ddr5-ram-16gb,,,,,,,,,,olx.in,16gb ram ddr5,,en items,1
6139,gaming smartphones,9900,79,38,$0.02,15,60,https://www.olx.in/blog/mobiles/best-gaming-phones/,,,,,,,,,,olx.in,gaming,,blog mobiles best phones,1
6140,faridabad imt,18100,108,38,$0.21,2,20,https://www.olx.in/item/for-rent-shops-offices-c1731-9900-sq-ft-in-machhgar-village-faridabad-iid-1840367380,Faridabad,,,,Faridabad,,,,,olx.in,,,item rent shops offices c1731 9900 sq ft machhgar village iid 1840367380,1
6141,tata nexon on road price bangalore,18100,47,38,$0.09,9,13,https://www.olx.in/bengaluru_g4058803/q-tata-nexon,Bengaluru,,,,Bengaluru,,,,,olx.in,tata nexon,,g4058803,1
6142,tablet 5000,18100,7,611,$0.02,33,44,https://www.olx.in/en-in/kheda_g4394091/tablets_c1455?filter=price_max_5000,,,,,,,,,,olx.in,,,en kheda g4394091 tablets c1455,1
6143,tabla musical instrument price,18100,7,1192,$0.01,94,21,https://www.olx.in/musical-instruments_c714/q-tabla,,,,,,,,,,olx.in,tabla musical,,instruments c714,1
6144,swift lxi,14800,15,204,$0.08,17,28,https://www.olx.in/en-in/cars_c84/q-swift-lxi,,,,,,,,,,olx.in,swift lxi,,en cars c84,1
6145,swift car price in bangalore on road,18100,50,38,$0.09,22,23,https://www.olx.in/en-in/bengaluru_g4058803/cars_c84/q-swift,Bengaluru,,,,Bengaluru,,,,,olx.in,swift,,en g4058803 cars c84,1
6146,sports bike of honda,18100,25,48,$0.02,3,36,https://www.olx.in/en-in/honda-motorcycles_c81/q-sport-bike?filter=make_eq_honda,,,,,,,,,,olx.in,bike honda,,en motorcycles c81 sport,1
6147,sector 44 noida,18100,82,38,$0.19,3,18,https://www.olx.in/noida_g4059326,Noida,,,,Noida,,,,,olx.in,,,g4059326,1
6148,waterpark in lucknow,18100,111,38,$0.06,1,31,https://www.olx.in/transport-nagar_g5342327/lands-plots_c1729?page=5,,,,,,,,,,olx.in,,,transport nagar g5342327 lands plots c1729,1
6149,toilet chair,18100,25,59,$0.05,98,53,https://www.olx.in/en-in/furniture_c628/q-toilet-chairs,,,,,,,,,,olx.in,toilet,,en furniture c628 chairs,1
6150,thunderbird re,18100,10,271,$0.26,1,25,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-thunderbird-350,,,,,,,,,,olx.in,,,en motorcycles c81,1
6151,telecaller,18100,5,1761,$0.33,3,37,https://www.olx.in/en-in/chennai_g4059162/bpo-telecaller_c164,Chennai,,,,Chennai,,,,,olx.in,telecaller,,en g4059162 bpo c164,1
6152,tata indigo,18100,6,1192,$0.16,1,24,https://www.olx.in/en-in/cars_c84/q-tata-indigo-ecs,,,,,,,,,,olx.in,tata indigo,,en cars c84 ecs,1
6153,tata curvv interior,22200,22,77,$0.13,1,19,https://www.olx.in/blog/cars/tata-curvv-interior-review/,,,,,,,,,,olx.in,tata curvv interior,,blog cars,1
6154,tata bike 150cc price,12100,10,463,$1.39,1,17,https://www.olx.in/blog/bikes/tata-classic-125-bike-rumors-reality/,,,,,,,,,,olx.in,tata bike,,blog bikes classic 125 rumors reality,1
6155,studio light,18100,26,48,$0.02,88,19,https://www.olx.in/en-in/cameras-lenses_c1517/q-studio-lights,,,,,,,,,,olx.in,studio,,en cameras lenses c1517 lights,1
6156,street triple 765,14800,18,101,$0.01,3,35,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_triumph-street-triple-765,,,,,,,,,,olx.in,,,en motorcycles c81,1
6157,sreekaryam,9900,10,463,$0.15,2,18,https://www.olx.in/en-in/thiruvananthapuram_g4058889/properties_c3/q-sreekaryam,Thiruvananthapuram,,,,Thiruvananthapuram,,,,,olx.in,sreekaryam,,en g4058889 properties c3,1
6158,sportz i20 price,18100,43,38,$0.07,10,19,https://www.olx.in/hyundai-cars_c84/q-i20-sportz,,,,,,,,,,olx.in,sportz i20,,hyundai cars c84,1
6159,senthil nagar,18100,12,271,$0.09,6,19,https://www.olx.in/kolathur-senthil-nagar_g5378031/for-sale-houses-apartments_c1725,,,,,,,,,,olx.in,senthil nagar,,kolathur g5378031 sale houses apartments c1725,1
6160,sector 2 noida,14800,18,101,$0.28,2,18,https://www.olx.in/noida_g4059326/q-in-sector-2,Noida,,,,Noida,,,,,olx.in,sector,,g4059326,1
6161,pulsar 220f,18100,22,92,$0.03,2,24,https://www.olx.in/motorcycles_c81/q-pulsar-220f,,,,,,,,,,olx.in,pulsar 220f,,motorcycles c81,1
6162,pharmacist vacancy,18100,5,1761,$0.09,3,24,https://www.olx.in/kerala_g2001160/jobs_c4/q-pharmacist,,Kerala,India,South,,,,,,olx.in,pharmacist,,g2001160 jobs c4,1
6163,pg hostel,18100,6,5502,$0.15,4,25,https://www.olx.in/bhubaneshwar_g4059049/pg-guest-houses_c1449,,,,,,,,,,olx.in,pg,,bhubaneshwar g4059049 guest houses c1449,1
6164,olx trivandrum,18100,1,5502,$0.69,1,23,https://www.olx.in/thiruvananthapuram_g4058889,Thiruvananthapuram,,,,Thiruvananthapuram,,,,,olx.in,,,g4058889,1
6165,olx delhi car,18100,1,5502,$0.09,13,22,https://www.olx.in/delhi_g4058659/cars_c84,Delhi,Delhi,India,North,Delhi,,,,,olx.in,,,g4058659 cars c84,1
6166,office chair under 2 000,18100,8,611,$0.03,91,38,https://www.olx.in/en-in/furniture_c628/q-chairs-1000,,,,,,,,,,olx.in,,,en furniture c628 chairs 1000,1
6167,sale garage,18100,11,356,$0,1,26,https://www.olx.in/en-in/kolkata_g4157275/q-garage-sale,Kolkata,,,,Kolkata,,,,,olx.in,sale garage,,en g4157275,1
6168,running machine,18100,10,848,$0.03,99,53,https://www.olx.in/gym-fitness_c771/q-running-machine,,,,,,,,,,olx.in,running machine,,gym fitness c771,1
6169,run machine,18100,16,204,$0.03,99,53,https://www.olx.in/gym-fitness_c771/q-running-machine,,,,,,,,,,olx.in,machine,,gym fitness c771 running,1
6170,rent a car in kochi kerala,18100,26,43,$0.29,65,36,https://www.olx.in/en-in/kochi_g4058873/q-rent-a-car,Kochi,,,,Kochi,,,,,olx.in,rent car,,en g4058873,1
6171,reliance jio router,18100,26,48,$0.05,59,22,https://www.olx.in/en-in/computer-accessories_c1515/q-jio-router,,,,,,,,,,olx.in,jio router,,en computer accessories c1515,1
6172,job vacancy trichy,22200,5,1192,$0.02,7,22,https://www.olx.in/en-in/trichy-city_g5337557/jobs_c4,Tiruchirappalli,,,,Tiruchirappalli,,,,,olx.in,trichy,,en city g5337557 jobs c4,1
6173,job vacancy indore,22200,8,463,$0.08,20,25,https://www.olx.in/en-in/indore_g4058916/jobs_c4,Indore,,,,Indore,,,,,olx.in,,,en g4058916 jobs c4,1
6174,job recruitment in trichy,22200,6,848,$0.04,5,31,https://www.olx.in/en-in/tiruchirappalli_g4059220/jobs_c4,Tiruchirappalli,,,,Tiruchirappalli,,,,,olx.in,,,en g4059220 jobs c4,1
6175,job in indore,22200,6,848,$0.03,31,29,https://www.olx.in/indore_g4058916/jobs_c4,Indore,,,,Indore,,,,,olx.in,,,g4058916 jobs c4,1
6176,jaguar f type,18100,25,59,$14.62,1,18,https://www.olx.in/en-in/cars_c84/q-f-type,,,,,,,,,,olx.in,type,,en cars c84,1
6177,iti layout park,18100,45,38,$0.15,7,19,https://www.olx.in/iti-layout_g5457879/lands-plots_c1729,,,,,,,,,,olx.in,iti layout,,g5457879 lands plots c1729,1
6178,iphone 13 second hand,18100,4,2932,$0.01,69,18,https://www.olx.in/en-in/pathsala_g4404127/mobile-phones_c1453/q-iphone-13,,,,,,,,,,olx.in,iphone 13,,en pathsala g4404127 mobile phones c1453,1
6179,iphone 13 display price,18100,19,77,$0.19,32,20,https://www.olx.in/en-in/accessories_c1457/q-iphone-display,,,,,,,,,,olx.in,iphone display,,en accessories c1457,1
6180,ios 26 release date in india,5400,8,611,$0.07,1,44,https://www.olx.in/blog/expert-advice/ios-26-release-date-in-india/,,,India,,,,,,,olx.in,ios 26 release date,,blog expert advice,1
6181,hp tablet,33100,18,101,$0.11,97,57,https://www.olx.in/mobiles_c1411/q-hp-tablets,,,,,,,,,,olx.in,hp,,mobiles c1411 tablets,1
6182,how to drive a manual car,18100,21,77,$0,1,28,https://www.olx.in/blog/expert-advice/guide-on-how-to-drive-a-manual-car/,,,,,,,,,,olx.in,how to drive manual car,,blog expert advice guide on,1
